SKU,DT,Sales,Price,SaleMean
SKU1,6/2/2011,24,220,22.18449198
SKU1,6/3/2011,24,220,22.18449198
SKU1,6/5/2011,6,220,22.18449198
SKU1,6/6/2011,1,220,22.18449198
SKU1,6/7/2011,17,220,22.18449198
SKU1,6/8/2011,89,220,22.18449198
SKU1,6/9/2011,19,220,22.18449198
SKU1,6/10/2011,4,220,22.18449198
SKU1,6/12/2011,13,220,22.18449198
SKU1,6/13/2011,13,220,22.18449198
SKU1,6/14/2011,9,220,22.18449198
SKU1,6/15/2011,1,220,22.18449198
SKU1,6/16/2011,174,220,22.18449198
SKU1,6/17/2011,22,220,22.18449198
SKU1,6/19/2011,2,220,22.18449198
SKU1,6/20/2011,11,220,22.18449198
SKU1,6/21/2011,9,220,22.18449198
SKU1,6/22/2011,15,220,22.18449198
SKU1,6/23/2011,31,220,22.18449198
SKU1,6/24/2011,1,220,22.18449198
SKU1,6/26/2011,2,220,22.18449198
SKU1,6/28/2011,56,220,22.18449198
SKU1,6/29/2011,1,220,22.18449198
SKU1,6/30/2011,12,220,22.18449198
SKU1,7/3/2011,5,220,22.18449198
SKU1,7/5/2011,7,220,22.18449198
SKU1,7/6/2011,1,220,22.18449198
SKU1,7/7/2011,31,220,22.18449198
SKU1,7/8/2011,5,220,22.18449198
SKU1,7/10/2011,1,220,22.18449198
SKU1,7/11/2011,21,220,22.18449198
SKU1,7/12/2011,26,220,22.18449198
SKU1,7/13/2011,14,220,22.18449198
SKU1,7/14/2011,13,220,22.18449198
SKU1,7/15/2011,2,220,22.18449198
SKU1,7/17/2011,28,220,22.18449198
SKU1,7/18/2011,13,220,22.18449198
SKU1,7/19/2011,68,220,22.18449198
SKU1,7/20/2011,5,220,22.18449198
SKU1,7/21/2011,13,220,22.18449198
SKU1,7/22/2011,37,220,22.18449198
SKU1,7/24/2011,12,220,22.18449198
SKU1,7/25/2011,2,220,22.18449198
SKU1,7/26/2011,2,220,22.18449198
SKU1,7/27/2011,25,220,22.18449198
SKU1,7/28/2011,19,220,22.18449198
SKU1,7/29/2011,8,220,22.18449198
SKU1,7/31/2011,419,220,22.18449198
SKU1,8/1/2011,31,220,22.18449198
SKU1,8/2/2011,13,220,22.18449198
SKU1,8/3/2011,15,220,22.18449198
SKU1,8/4/2011,27,220,22.18449198
SKU1,8/5/2011,7,220,22.18449198
SKU1,8/8/2011,7,220,22.18449198
SKU1,8/9/2011,36,220,22.18449198
SKU1,8/10/2011,60,220,22.18449198
SKU1,8/11/2011,22,220,22.18449198
SKU1,8/12/2011,12,220,22.18449198
SKU1,8/14/2011,7,220,22.18449198
SKU1,8/16/2011,21,220,22.18449198
SKU1,8/17/2011,136,220,22.18449198
SKU1,8/18/2011,14,220,22.18449198
SKU1,8/21/2011,3,220,22.18449198
SKU1,8/23/2011,4,220,22.18449198
SKU1,8/24/2011,7,220,22.18449198
SKU1,8/25/2011,6,220,22.18449198
SKU1,8/26/2011,10,220,22.18449198
SKU1,8/28/2011,5,220,22.18449198
SKU1,8/30/2011,8,220,22.18449198
SKU1,8/31/2011,1,220,22.18449198
SKU1,9/1/2011,14,220,22.18449198
SKU1,9/2/2011,71,220,22.18449198
SKU1,9/4/2011,26,220,22.18449198
SKU1,9/5/2011,13,220,22.18449198
SKU1,9/6/2011,7,220,22.18449198
SKU1,9/7/2011,16,220,22.18449198
SKU1,9/8/2011,11,220,22.18449198
SKU1,9/9/2011,32,220,22.18449198
SKU1,9/11/2011,26,220,22.18449198
SKU1,9/12/2011,15,220,22.18449198
SKU1,9/13/2011,8,220,22.18449198
SKU1,9/14/2011,1,220,22.18449198
SKU1,9/15/2011,21,220,22.18449198
SKU1,9/16/2011,7,220,22.18449198
SKU1,9/18/2011,19,220,22.18449198
SKU1,9/19/2011,7,220,22.18449198
SKU1,9/20/2011,644,220,22.18449198
SKU1,9/21/2011,17,220,22.18449198
SKU1,9/22/2011,97,220,22.18449198
SKU1,9/23/2011,24,220,22.18449198
SKU1,9/25/2011,21,220,22.18449198
SKU1,9/26/2011,211,220,22.18449198
SKU1,9/27/2011,19,220,22.18449198
SKU1,9/28/2011,15,220,22.18449198
SKU1,9/29/2011,50,220,22.18449198
SKU1,9/30/2011,7,220,22.18449198
SKU1,10/2/2011,1,220,22.18449198
SKU1,10/3/2011,21,220,22.18449198
SKU1,10/4/2011,13,220,22.18449198
SKU1,10/5/2011,3,220,22.18449198
SKU1,10/6/2011,25,220,22.18449198
SKU1,10/7/2011,7,220,22.18449198
SKU1,10/9/2011,14,220,22.18449198
SKU1,10/10/2011,39,220,22.18449198
SKU1,10/11/2011,13,220,22.18449198
SKU1,10/12/2011,23,220,22.18449198
SKU1,10/13/2011,29,220,22.18449198
SKU1,10/14/2011,14,220,22.18449198
SKU1,10/16/2011,6,220,22.18449198
SKU1,10/17/2011,11,220,22.18449198
SKU1,10/18/2011,17,220,22.18449198
SKU1,10/19/2011,30,220,22.18449198
SKU1,10/20/2011,6,220,22.18449198
SKU1,10/21/2011,11,220,22.18449198
SKU1,10/23/2011,11,220,22.18449198
SKU1,10/24/2011,12,220,22.18449198
SKU1,10/25/2011,29,220,22.18449198
SKU1,10/26/2011,4,220,22.18449198
SKU1,10/27/2011,25,220,22.18449198
SKU1,10/28/2011,7,220,22.18449198
SKU1,10/30/2011,26,220,22.18449198
SKU1,10/31/2011,22,220,22.18449198
SKU1,11/1/2011,41,220,22.18449198
SKU1,11/2/2011,56,220,22.18449198
SKU1,11/3/2011,355,220,22.18449198
SKU1,11/4/2011,7,220,22.18449198
SKU1,11/6/2011,26,220,22.18449198
SKU1,11/7/2011,9,220,22.18449198
SKU1,11/8/2011,23,220,22.18449198
SKU1,11/9/2011,7,220,22.18449198
SKU1,11/10/2011,215,220,22.18449198
SKU1,11/11/2011,13,220,22.18449198
SKU1,11/13/2011,28,220,22.18449198
SKU1,11/14/2011,5,220,22.18449198
SKU1,11/15/2011,10,220,22.18449198
SKU1,11/16/2011,43,220,22.18449198
SKU1,11/17/2011,2,220,22.18449198
SKU1,11/18/2011,36,220,22.18449198
SKU1,11/20/2011,23,220,22.18449198
SKU1,11/21/2011,32,220,22.18449198
SKU1,11/22/2011,37,220,22.18449198
SKU1,11/23/2011,75,220,22.18449198
SKU1,11/24/2011,11,220,22.18449198
SKU1,11/25/2011,25,220,22.18449198
SKU1,11/27/2011,23,220,22.18449198
SKU1,11/28/2011,22,220,22.18449198
SKU1,11/29/2011,37,220,22.18449198
SKU1,11/30/2011,60,220,22.18449198
SKU1,12/1/2011,20,220,22.18449198
SKU1,12/2/2011,19,220,22.18449198
SKU1,12/4/2011,8,220,22.18449198
SKU1,12/5/2011,61,220,22.18449198
SKU1,12/6/2011,257,220,22.18449198
SKU1,12/7/2011,21,220,22.18449198
SKU1,12/8/2011,57,220,22.18449198
SKU1,12/9/2011,40,220,22.18449198
SKU2,12/1/2010,38,350,24.52406417
SKU2,12/2/2010,28,350,24.52406417
SKU2,12/3/2010,28,350,24.52406417
SKU2,12/5/2010,25,350,24.52406417
SKU2,12/6/2010,43,350,24.52406417
SKU2,12/7/2010,61,350,24.52406417
SKU2,12/8/2010,52,350,24.52406417
SKU2,12/9/2010,39,350,24.52406417
SKU2,12/10/2010,35,350,24.52406417
SKU2,12/12/2010,13,350,24.52406417
SKU2,12/13/2010,55,350,24.52406417
SKU2,12/14/2010,11,350,24.52406417
SKU2,12/15/2010,66,350,24.52406417
SKU2,12/16/2010,36,350,24.52406417
SKU2,12/17/2010,16,350,24.52406417
SKU2,12/20/2010,26,350,24.52406417
SKU2,12/21/2010,25,350,24.52406417
SKU2,12/22/2010,12,350,24.52406417
SKU2,12/23/2010,4,350,24.52406417
SKU2,1/4/2011,73,350,24.52406417
SKU2,1/5/2011,33,350,24.52406417
SKU2,1/6/2011,124,350,24.52406417
SKU2,1/7/2011,12,350,24.52406417
SKU2,1/9/2011,15,350,24.52406417
SKU2,1/10/2011,15,350,24.52406417
SKU2,1/11/2011,57,350,24.52406417
SKU2,1/12/2011,69,350,24.52406417
SKU2,1/13/2011,17,350,24.52406417
SKU2,1/14/2011,40,350,24.52406417
SKU2,1/16/2011,10,350,24.52406417
SKU2,1/17/2011,26,350,24.52406417
SKU2,1/18/2011,24,350,24.52406417
SKU2,1/19/2011,11,350,24.52406417
SKU2,1/20/2011,23,350,24.52406417
SKU2,1/21/2011,14,350,24.52406417
SKU2,1/23/2011,4,350,24.52406417
SKU2,1/24/2011,33,350,24.52406417
SKU2,1/25/2011,68,350,24.52406417
SKU2,1/26/2011,15,350,24.52406417
SKU2,1/27/2011,38,350,24.52406417
SKU2,1/28/2011,52,350,24.52406417
SKU2,1/30/2011,18,350,24.52406417
SKU2,1/31/2011,10,350,24.52406417
SKU2,2/1/2011,49,350,24.52406417
SKU2,2/2/2011,56,350,24.52406417
SKU2,2/3/2011,31,350,24.52406417
SKU2,2/4/2011,1,350,24.52406417
SKU2,2/6/2011,2,350,24.52406417
SKU2,2/7/2011,21,350,24.52406417
SKU2,2/8/2011,39,350,24.52406417
SKU2,2/9/2011,9,350,24.52406417
SKU2,2/10/2011,6,350,24.52406417
SKU2,2/11/2011,9,350,24.52406417
SKU2,2/13/2011,8,350,24.52406417
SKU2,2/14/2011,12,350,24.52406417
SKU2,2/15/2011,11,350,24.52406417
SKU2,2/16/2011,74,350,24.52406417
SKU2,2/17/2011,17,350,24.52406417
SKU2,2/18/2011,5,350,24.52406417
SKU2,2/20/2011,4,350,24.52406417
SKU2,2/21/2011,23,350,24.52406417
SKU2,2/22/2011,13,350,24.52406417
SKU2,2/23/2011,29,350,24.52406417
SKU2,2/24/2011,16,350,24.52406417
SKU2,2/25/2011,42,350,24.52406417
SKU2,2/27/2011,15,350,24.52406417
SKU2,2/28/2011,26,350,24.52406417
SKU2,3/1/2011,26,350,24.52406417
SKU2,3/2/2011,18,350,24.52406417
SKU2,3/3/2011,1,350,24.52406417
SKU2,3/4/2011,23,350,24.52406417
SKU2,3/6/2011,4,350,24.52406417
SKU2,3/7/2011,33,350,24.52406417
SKU2,3/8/2011,18,350,24.52406417
SKU2,3/10/2011,80,350,24.52406417
SKU2,3/11/2011,61,350,24.52406417
SKU2,3/13/2011,4,350,24.52406417
SKU2,3/14/2011,57,350,24.52406417
SKU2,3/15/2011,25,350,24.52406417
SKU2,3/16/2011,24,350,24.52406417
SKU2,3/17/2011,5,350,24.52406417
SKU2,3/18/2011,20,350,24.52406417
SKU2,3/20/2011,36,350,24.52406417
SKU2,3/21/2011,75,350,24.52406417
SKU2,3/22/2011,33,350,24.52406417
SKU2,3/23/2011,135,350,24.52406417
SKU2,3/24/2011,13,350,24.52406417
SKU2,3/25/2011,13,350,24.52406417
SKU2,3/27/2011,3,350,24.52406417
SKU2,3/28/2011,23,350,24.52406417
SKU2,3/29/2011,73,350,24.52406417
SKU2,3/30/2011,20,350,24.52406417
SKU2,3/31/2011,32,350,24.52406417
SKU2,4/1/2011,37,350,24.52406417
SKU2,4/3/2011,10,350,24.52406417
SKU2,4/4/2011,6,350,24.52406417
SKU2,4/5/2011,14,350,24.52406417
SKU2,4/6/2011,53,350,24.52406417
SKU2,4/7/2011,10,350,24.52406417
SKU2,4/8/2011,37,350,24.52406417
SKU2,4/10/2011,5,350,24.52406417
SKU2,4/11/2011,66,350,24.52406417
SKU2,4/12/2011,103,350,24.52406417
SKU2,4/13/2011,12,350,24.52406417
SKU2,4/14/2011,31,350,24.52406417
SKU2,4/15/2011,24,350,24.52406417
SKU2,4/17/2011,42,350,24.52406417
SKU2,4/18/2011,44,350,24.52406417
SKU2,4/19/2011,15,350,24.52406417
SKU2,4/20/2011,42,350,24.52406417
SKU2,4/21/2011,26,350,24.52406417
SKU2,4/26/2011,67,350,24.52406417
SKU2,4/27/2011,17,350,24.52406417
SKU2,4/28/2011,27,350,24.52406417
SKU2,5/1/2011,12,350,24.52406417
SKU2,5/3/2011,25,350,24.52406417
SKU2,5/4/2011,13,350,24.52406417
SKU2,5/5/2011,2,350,24.52406417
SKU2,5/6/2011,31,350,24.52406417
SKU2,5/8/2011,19,350,24.52406417
SKU2,5/9/2011,1,350,24.52406417
SKU2,5/10/2011,23,350,24.52406417
SKU2,5/11/2011,13,350,24.52406417
SKU2,5/12/2011,26,350,24.52406417
SKU2,5/13/2011,20,350,24.52406417
SKU2,5/15/2011,12,350,24.52406417
SKU2,5/16/2011,38,350,24.52406417
SKU2,5/17/2011,171,350,24.52406417
SKU2,5/18/2011,87,350,24.52406417
SKU2,5/19/2011,31,350,24.52406417
SKU2,5/20/2011,19,350,24.52406417
SKU2,5/22/2011,54,350,24.52406417
SKU2,5/23/2011,18,350,24.52406417
SKU2,5/24/2011,17,350,24.52406417
SKU2,5/25/2011,2,350,24.52406417
SKU2,5/26/2011,24,350,24.52406417
SKU2,5/27/2011,18,350,24.52406417
SKU2,5/29/2011,5,350,24.52406417
SKU2,5/31/2011,11,350,24.52406417
SKU2,6/1/2011,17,350,24.52406417
SKU2,6/2/2011,6,350,24.52406417
SKU2,6/3/2011,60,350,24.52406417
SKU2,6/5/2011,87,350,24.52406417
SKU2,6/6/2011,27,350,24.52406417
SKU2,6/7/2011,10,350,24.52406417
SKU2,6/8/2011,27,350,24.52406417
SKU2,6/9/2011,24,350,24.52406417
SKU2,6/10/2011,8,350,24.52406417
SKU2,6/12/2011,12,350,24.52406417
SKU2,6/13/2011,6,350,24.52406417
SKU2,6/14/2011,41,350,24.52406417
SKU2,6/15/2011,14,350,24.52406417
SKU2,6/16/2011,6,350,24.52406417
SKU2,6/17/2011,3,350,24.52406417
SKU2,6/19/2011,15,350,24.52406417
SKU2,6/20/2011,12,350,24.52406417
SKU2,6/21/2011,13,350,24.52406417
SKU2,6/22/2011,15,350,24.52406417
SKU2,6/23/2011,24,350,24.52406417
SKU2,6/24/2011,12,350,24.52406417
SKU2,6/26/2011,8,350,24.52406417
SKU2,6/27/2011,21,350,24.52406417
SKU2,6/28/2011,6,350,24.52406417
SKU2,6/29/2011,20,350,24.52406417
SKU2,6/30/2011,15,350,24.52406417
SKU2,7/3/2011,4,350,24.52406417
SKU2,7/4/2011,11,350,24.52406417
SKU2,7/5/2011,14,350,24.52406417
SKU2,7/6/2011,41,350,24.52406417
SKU2,7/7/2011,8,350,24.52406417
SKU2,7/8/2011,36,350,24.52406417
SKU2,7/10/2011,4,350,24.52406417
SKU2,7/11/2011,5,350,24.52406417
SKU2,7/12/2011,93,350,24.52406417
SKU2,7/13/2011,9,350,24.52406417
SKU2,7/14/2011,3,350,24.52406417
SKU2,7/15/2011,20,350,24.52406417
SKU2,7/17/2011,14,350,24.52406417
SKU2,7/18/2011,24,350,24.52406417
SKU2,7/19/2011,14,350,24.52406417
SKU2,7/20/2011,64,350,24.52406417
SKU2,7/21/2011,132,350,24.52406417
SKU2,7/22/2011,7,350,24.52406417
SKU2,7/24/2011,11,350,24.52406417
SKU2,7/25/2011,35,350,24.52406417
SKU2,7/26/2011,65,350,24.52406417
SKU2,7/27/2011,20,350,24.52406417
SKU2,7/28/2011,104,350,24.52406417
SKU2,7/29/2011,25,350,24.52406417
SKU2,7/31/2011,10,350,24.52406417
SKU2,8/1/2011,11,350,24.52406417
SKU2,8/2/2011,13,350,24.52406417
SKU2,8/3/2011,2,350,24.52406417
SKU2,8/4/2011,33,350,24.52406417
SKU2,8/5/2011,35,350,24.52406417
SKU2,8/7/2011,18,350,24.52406417
SKU2,8/8/2011,14,350,24.52406417
SKU2,8/9/2011,68,350,24.52406417
SKU2,8/10/2011,25,350,24.52406417
SKU2,8/11/2011,17,350,24.52406417
SKU2,8/12/2011,2,350,24.52406417
SKU2,8/14/2011,14,350,24.52406417
SKU2,8/15/2011,30,350,24.52406417
SKU2,8/16/2011,18,350,24.52406417
SKU2,8/17/2011,24,350,24.52406417
SKU2,8/18/2011,38,350,24.52406417
SKU2,8/19/2011,12,350,24.52406417
SKU2,8/21/2011,6,350,24.52406417
SKU2,8/22/2011,30,350,24.52406417
SKU2,8/23/2011,18,350,24.52406417
SKU2,8/25/2011,62,350,24.52406417
SKU2,8/26/2011,24,350,24.52406417
SKU2,8/30/2011,27,350,24.52406417
SKU2,8/31/2011,6,350,24.52406417
SKU2,9/1/2011,68,350,24.52406417
SKU2,9/2/2011,47,350,24.52406417
SKU2,9/5/2011,19,350,24.52406417
SKU2,9/6/2011,24,350,24.52406417
SKU2,9/7/2011,22,350,24.52406417
SKU2,9/8/2011,68,350,24.52406417
SKU2,9/9/2011,3,350,24.52406417
SKU2,9/11/2011,32,350,24.52406417
SKU2,9/12/2011,6,350,24.52406417
SKU2,9/13/2011,38,350,24.52406417
SKU2,9/14/2011,12,350,24.52406417
SKU2,9/15/2011,8,350,24.52406417
SKU2,9/16/2011,25,350,24.52406417
SKU2,9/18/2011,5,350,24.52406417
SKU2,9/19/2011,6,350,24.52406417
SKU2,9/20/2011,92,350,24.52406417
SKU2,9/21/2011,17,350,24.52406417
SKU2,9/22/2011,19,350,24.52406417
SKU2,9/23/2011,7,350,24.52406417
SKU2,9/25/2011,25,350,24.52406417
SKU2,9/26/2011,23,350,24.52406417
SKU2,9/27/2011,21,350,24.52406417
SKU2,9/28/2011,46,350,24.52406417
SKU2,9/29/2011,39,350,24.52406417
SKU2,9/30/2011,4,350,24.52406417
SKU2,10/2/2011,2,350,24.52406417
SKU2,10/3/2011,19,350,24.52406417
SKU2,10/4/2011,68,350,24.52406417
SKU2,10/5/2011,38,350,24.52406417
SKU2,10/6/2011,52,350,24.52406417
SKU2,10/7/2011,44,350,24.52406417
SKU2,10/10/2011,18,350,24.52406417
SKU2,10/11/2011,14,350,24.52406417
SKU2,10/12/2011,58,350,24.52406417
SKU2,10/13/2011,47,350,24.52406417
SKU2,10/14/2011,17,350,24.52406417
SKU2,10/16/2011,36,350,24.52406417
SKU2,10/17/2011,41,350,24.52406417
SKU2,10/18/2011,26,350,24.52406417
SKU2,10/19/2011,79,350,24.52406417
SKU2,10/20/2011,18,350,24.52406417
SKU2,10/21/2011,20,350,24.52406417
SKU2,10/23/2011,8,350,24.52406417
SKU2,10/24/2011,16,350,24.52406417
SKU2,10/26/2011,18,350,24.52406417
SKU2,10/27/2011,22,350,24.52406417
SKU2,10/28/2011,66,350,24.52406417
SKU2,10/30/2011,11,350,24.52406417
SKU2,10/31/2011,29,350,24.52406417
SKU2,11/1/2011,12,350,24.52406417
SKU2,11/2/2011,8,350,24.52406417
SKU2,11/3/2011,29,350,24.52406417
SKU2,11/4/2011,22,350,24.52406417
SKU2,11/6/2011,39,350,24.52406417
SKU2,11/7/2011,20,350,24.52406417
SKU2,11/8/2011,49,350,24.52406417
SKU2,11/9/2011,30,350,24.52406417
SKU2,11/10/2011,81,350,24.52406417
SKU2,11/11/2011,44,350,24.52406417
SKU2,11/13/2011,27,350,24.52406417
SKU2,11/14/2011,25,350,24.52406417
SKU2,11/15/2011,39,350,24.52406417
SKU2,11/16/2011,31,350,24.52406417
SKU2,11/17/2011,22,350,24.52406417
SKU2,11/18/2011,39,350,24.52406417
SKU2,11/20/2011,5,350,24.52406417
SKU2,11/21/2011,6,350,24.52406417
SKU2,11/22/2011,15,350,24.52406417
SKU2,11/23/2011,23,350,24.52406417
SKU2,11/24/2011,54,350,24.52406417
SKU2,11/25/2011,83,350,24.52406417
SKU2,11/27/2011,14,350,24.52406417
SKU2,11/28/2011,19,350,24.52406417
SKU2,11/29/2011,39,350,24.52406417
SKU2,11/30/2011,30,350,24.52406417
SKU2,12/1/2011,96,350,24.52406417
SKU2,12/2/2011,14,350,24.52406417
SKU2,12/4/2011,36,350,24.52406417
SKU2,12/5/2011,59,350,24.52406417
SKU2,12/6/2011,13,350,24.52406417
SKU2,12/7/2011,660,350,24.52406417
SKU2,12/8/2011,41,350,24.52406417
SKU2,12/9/2011,9,350,24.52406417
SKU3,12/1/2010,145,430,32.72727273
SKU3,12/2/2010,34,430,32.72727273
SKU3,12/3/2010,67,430,32.72727273
SKU3,12/5/2010,12,430,32.72727273
SKU3,12/6/2010,29,430,32.72727273
SKU3,12/7/2010,43,430,32.72727273
SKU3,12/8/2010,21,430,32.72727273
SKU3,12/9/2010,14,430,32.72727273
SKU3,12/10/2010,31,430,32.72727273
SKU3,12/12/2010,16,430,32.72727273
SKU3,12/13/2010,13,430,32.72727273
SKU3,12/14/2010,53,430,32.72727273
SKU3,12/15/2010,16,430,32.72727273
SKU3,12/16/2010,3,430,32.72727273
SKU3,12/17/2010,3,430,32.72727273
SKU3,12/20/2010,10,430,32.72727273
SKU3,12/21/2010,13,430,32.72727273
SKU3,12/23/2010,2,430,32.72727273
SKU3,1/4/2011,2,430,32.72727273
SKU3,1/6/2011,99,430,32.72727273
SKU3,1/7/2011,27,430,32.72727273
SKU3,1/9/2011,40,430,32.72727273
SKU3,1/10/2011,1,430,32.72727273
SKU3,1/11/2011,36,430,32.72727273
SKU3,1/12/2011,10,430,32.72727273
SKU3,1/13/2011,2,430,32.72727273
SKU3,1/14/2011,119,430,32.72727273
SKU3,1/16/2011,23,430,32.72727273
SKU3,1/17/2011,19,430,32.72727273
SKU3,1/18/2011,16,430,32.72727273
SKU3,1/19/2011,112,430,32.72727273
SKU3,1/20/2011,23,430,32.72727273
SKU3,1/21/2011,7,430,32.72727273
SKU3,1/23/2011,10,430,32.72727273
SKU3,1/24/2011,21,430,32.72727273
SKU3,1/25/2011,56,430,32.72727273
SKU3,1/26/2011,32,430,32.72727273
SKU3,1/27/2011,10,430,32.72727273
SKU3,1/28/2011,35,430,32.72727273
SKU3,1/30/2011,24,430,32.72727273
SKU3,1/31/2011,21,430,32.72727273
SKU3,2/1/2011,23,430,32.72727273
SKU3,2/2/2011,32,430,32.72727273
